# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Sep 28 18:08:25 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_pnum:        Number of Planets
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,sy_pnum,rastr,ra,decstr,dec
Kepler-350 b,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 b,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 b,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 b,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 b,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 b,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 b,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 b,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 b,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 b,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 c,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-350 d,3,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 b,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 c,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 d,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 d,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 d,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 d,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 d,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 d,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 d,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 d,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-351 d,3,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 b,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 c,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 d,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 d,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 d,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 d,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 d,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-352 d,3,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 b,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-353 c,2,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 b,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 c,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 c,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 c,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 c,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 c,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 c,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 c,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 c,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 c,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-354 d,3,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739
Kepler-355 b,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 b,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 b,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 b,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 b,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 b,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 b,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 b,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 b,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 b,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-355 c,2,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 b,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-356 c,2,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919
Kepler-357 b,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 b,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 b,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 b,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 b,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 b,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 b,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 b,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 b,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 b,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 c,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 d,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 d,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 d,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 d,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 d,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 d,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 d,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 d,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 d,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-357 d,3,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 b,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-358 c,2,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901
Kepler-359 b,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 b,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 b,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 b,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 b,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 b,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 b,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 b,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 b,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 b,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 c,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 d,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 d,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 d,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 d,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 d,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 d,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 d,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 d,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-359 d,3,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 b,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-36 c,2,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073
Kepler-360 b,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 b,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 b,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 b,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 b,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 b,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 b,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 b,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 b,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 b,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
Kepler-360 c,2,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817
